Date,Open,High,Low,Close,Volume,VIX_Close,VIX3M_Close,HYG_Close,TNX_Close,IRX_Close,DXY_Close,Gold_Close,SKEW_Close
1990-06-01,361.26,363.52,361.21,363.16,187860000,17.09,,,8.44,7.68,92.96,,119.33
1990-06-04,363.16,367.85,362.43,367.4,175520000,18.39,,,8.44,7.7,92.91,,122.78
1990-06-05,367.4,368.78,365.49,366.64,199720000,18.97,,,8.47,7.7,92.61,,121.22
1990-06-06,366.64,366.64,364.42,364.96,164030000,17.42,,,8.46,7.7,92.64,,121.45
1990-06-07,365.92,365.92,361.6,363.15,160360000,16.88,,,8.46,7.7,92.74,,123.99
1990-06-08,363.15,363.49,357.68,358.71,142600000,17.58,,,8.46,7.7,93.08,,122.13
1990-06-11,358.71,361.63,357.7,361.63,119550000,16.34,,,8.48,7.73,92.92,,132.14
1990-06-12,361.63,367.27,361.15,366.25,157100000,16.6,,,8.48,7.73,92.93,,132.61
1990-06-13,366.25,367.09,364.51,364.9,158910000,17.38,,,8.4,7.67,92.52,,131.51
1990-06-14,364.9,364.9,361.64,362.9,135770000,17.4,,,8.38,7.66,92.82,,132.45
1990-06-15,362.89,363.14,360.71,362.91,205130000,15.9,,,8.46,7.69,92.58,,138.31
1990-06-18,362.91,362.91,356.88,356.88,133470000,17.71,,,8.5,7.67,92.12,,133.31
1990-06-19,356.88,358.9,356.18,358.47,134930000,15.23,,,8.51,7.74,91.78,,136.21
1990-06-20,358.47,359.91,357.0,359.1,137420000,15.27,,,8.55,7.76,92.08,,139.12
1990-06-21,359.1,360.88,357.63,360.47,138570000,14.72,,,8.52,7.77,92.09,,142.57
1990-06-22,360.52,363.2,355.31,355.43,172570000,19.36,,,8.51,7.78,91.99,,139.62
1990-06-25,355.42,356.41,351.91,352.31,133100000,17.06,,,8.58,7.79,92.17,,106.8
1990-06-26,352.32,356.09,351.85,352.06,141420000,16.29,,,8.56,7.8,91.52,,104.65
1990-06-27,352.06,355.89,351.23,355.14,146620000,16.0,,,8.52,7.78,91.44,,106.54
1990-06-28,355.16,357.63,355.16,357.63,136120000,16.18,,,8.47,7.74,91.67,,107.42
1990-06-29,357.64,359.09,357.3,358.02,145510000,15.5,,,8.43,7.74,91.15,,107.31
1990-07-02,358.02,359.58,357.54,359.54,130200000,16.26,,,8.43,7.74,90.59,,108.16
1990-07-03,359.54,360.73,359.44,360.16,130050000,16.11,,,8.4,7.7,90.41,,107.62
1990-07-05,360.16,360.16,354.86,355.68,128320000,17.25,,,8.42,7.66,90.45,,105.08
1990-07-06,355.69,359.02,354.64,358.42,111730000,16.41,,,8.51,7.75,90.52,,107.27
1990-07-09,358.42,360.05,358.11,359.52,119390000,16.66,,,8.57,7.8,90.27,,106.5
1990-07-10,359.52,359.74,356.41,356.49,147630000,16.92,,,8.57,7.8,89.58,,105.19
1990-07-11,356.49,361.23,356.49,361.23,162220000,16.68,,,8.57,7.78,90.18,,107.84
1990-07-12,361.23,365.46,360.57,365.44,213180000,17.06,,,8.5,7.68,89.38,,109.71
1990-07-13,365.45,369.68,365.45,367.31,215600000,17.09,,,8.45,7.6,90.05,,109.33
1990-07-16,367.31,369.78,367.31,368.95,149430000,16.75,,,8.44,7.61,90.28,,108.65
1990-07-17,368.95,369.4,364.99,367.52,176790000,16.66,,,8.44,7.61,89.7,,107.65
1990-07-18,367.52,367.52,362.95,364.22,168760000,18.9,,,8.5,7.55,89.84,,133.75
1990-07-19,364.22,365.32,361.29,365.32,161990000,18.56,,,8.51,7.54,89.62,,137.94
1990-07-20,365.32,366.64,361.58,361.61,177810000,15.63,,,8.48,7.54,89.54,,109.71
1990-07-23,361.61,361.61,350.09,355.31,209030000,23.68,,,8.48,7.48,88.89,,127.13
1990-07-24,355.31,356.09,351.46,355.79,181920000,21.79,,,8.53,7.53,88.85,,127.61
1990-07-25,355.79,357.52,354.8,357.09,163530000,20.19,,,8.49,7.56,89.16,,130.85
1990-07-26,357.09,357.47,353.95,355.91,155040000,20.26,,,8.49,7.58,89.14,,131.0
1990-07-27,355.9,355.94,352.14,353.44,149070000,21.12,,,8.42,7.52,88.43,,127.62
1990-07-30,353.44,355.55,351.15,355.55,146470000,21.16,,,8.34,7.5,88.13,,132.44
1990-07-31,355.55,357.54,353.91,356.15,175380000,21.11,,,8.36,7.49,87.17,,132.07
1990-08-01,356.15,357.35,353.82,355.52,178260000,21.64,,,8.29,7.42,87.42,,131.01
1990-08-02,355.52,355.52,349.73,351.48,253090000,20.43,,,8.41,7.43,87.73,,110.08
1990-08-03,351.48,351.48,338.2,344.86,295880000,28.74,,,8.43,7.29,87.55,,119.6
1990-08-06,344.86,344.86,333.27,334.43,240400000,35.91,,,8.71,7.3,87.12,,114.65
1990-08-07,334.43,338.63,332.22,334.83,231580000,32.75,,,8.78,7.37,87.52,,119.09
1990-08-08,334.83,339.21,334.83,338.35,190400000,28.27,,,8.77,7.38,87.59,,125.19
1990-08-09,338.35,340.56,337.56,339.94,155810000,24.39,,,8.66,7.41,87.69,,128.9
1990-08-10,339.9,339.9,334.22,335.52,145340000,25.75,,,8.68,7.4,87.58,,123.01
1990-08-13,335.39,338.88,332.02,338.84,122820000,25.74,,,8.71,7.42,87.01,,119.34
1990-08-14,338.84,340.96,337.19,339.39,130320000,24.18,,,8.66,7.43,86.38,,120.52
1990-08-15,339.39,341.92,339.38,340.06,136710000,23.31,,,8.64,7.45,86.26,,120.04
1990-08-16,340.06,340.06,332.39,332.39,138850000,27.16,,,8.76,7.48,85.83,,117.18
1990-08-17,332.36,332.36,324.63,327.83,212560000,27.53,,,8.8,7.47,85.57,,117.36
1990-08-20,327.83,329.9,327.07,328.51,129630000,26.46,,,8.81,7.52,86.19,,118.36
1990-08-21,328.51,328.51,318.78,321.86,194630000,28.9,,,8.84,7.57,86.17,,114.52
1990-08-22,321.86,324.15,316.55,316.55,175550000,30.55,,,8.91,7.59,85.97,,112.49
1990-08-23,316.55,316.55,306.56,307.06,250440000,36.47,,,9.0,7.54,85.1,,110.92
1990-08-24,307.06,311.65,306.18,311.51,199040000,33.93,,,9.05,7.49,85.66,,113.42
1990-08-27,311.55,323.11,311.55,321.44,160150000,29.63,,,8.9,7.53,85.26,,117.69
1990-08-28,321.44,322.2,320.25,321.34,127660000,29.12,,,8.94,7.48,85.4,,117.9
1990-08-29,321.34,325.83,320.87,324.19,134240000,27.38,,,8.84,7.47,85.57,,118.63
1990-08-30,324.19,324.57,317.82,318.71,120890000,29.89,,,8.86,7.45,85.92,,116.74
1990-08-31,318.71,322.57,316.59,322.56,96480000,29.9,,,8.86,7.39,86.56,,119.48
1990-09-04,322.56,323.09,319.11,323.09,92940000,29.58,,,8.9,7.39,86.78,,119.92
1990-09-05,323.09,324.52,320.99,324.39,120610000,28.52,,,8.86,7.37,85.73,,119.88
1990-09-06,324.39,324.39,319.37,320.46,125620000,30.19,,,8.84,7.38,85.47,,116.98
1990-09-07,320.46,324.18,319.71,323.4,123800000,28.73,,,8.81,7.39,86.05,,117.82
1990-09-10,323.42,326.53,320.31,321.63,119730000,29.34,,,8.85,7.43,86.75,,118.77
1990-09-11,321.63,322.18,319.6,321.04,113220000,28.38,,,8.83,7.42,86.9,,119.16
1990-09-12,321.04,322.55,319.6,322.54,129890000,28.12,,,8.82,7.37,86.94,,118.28
1990-09-13,322.51,322.51,318.02,318.65,123390000,29.33,,,8.82,7.35,85.79,,116.91
1990-09-14,318.65,318.65,314.76,316.83,133390000,30.56,,,8.87,7.35,85.72,,119.03
1990-09-17,316.83,318.05,315.21,317.77,110600000,29.55,,,8.9,7.37,84.88,,116.8
1990-09-18,317.77,318.85,314.27,318.6,141130000,28.82,,,8.9,7.37,85.24,,117.49
1990-09-19,318.6,319.35,316.25,316.6,147530000,27.88,,,8.88,7.39,85.98,,116.48
1990-09-20,316.6,316.6,310.55,311.48,145100000,28.66,,,8.91,7.39,86.2,,115.88
1990-09-21,311.53,312.17,307.98,311.32,201050000,30.04,,,8.99,7.36,86.31,,118.22
1990-09-24,311.3,311.3,303.58,304.59,164070000,30.56,,,9.04,7.38,85.48,,111.3
1990-09-25,305.46,308.27,304.23,308.26,155940000,28.81,,,9.02,7.35,85.93,,115.72
1990-09-26,308.26,308.28,303.05,305.06,155570000,28.19,,,9.0,7.33,85.77,,114.76
1990-09-27,305.06,307.47,299.1,300.97,182690000,28.67,,,8.91,7.23,85.72,,112.85
1990-09-28,300.97,306.05,295.98,306.05,201010000,29.11,,,8.82,7.14,86.0,,113.24
1990-10-01,306.1,314.94,306.1,314.94,202210000,28.06,,,8.71,7.13,85.43,,116.56
1990-10-02,314.94,319.69,314.94,315.21,188360000,27.28,,,8.69,7.18,85.1,,116.81
1990-10-03,315.21,316.26,310.7,311.4,135490000,27.9,,,8.71,7.15,84.71,,115.6
1990-10-04,311.4,313.4,308.59,312.69,145410000,27.51,,,8.67,7.13,84.13,,116.16
1990-10-05,312.69,314.79,305.76,311.5,153380000,27.85,,,8.65,7.04,84.28,,117.23
1990-10-08,311.5,315.03,311.5,313.48,99470000,28.04,,,,,83.6,,116.49
1990-10-09,313.46,313.46,305.09,305.1,145610000,30.71,,,8.83,7.17,83.21,,112.8
1990-10-10,305.09,306.43,299.21,300.39,169190000,31.19,,,8.89,7.2,83.29,,110.65
1990-10-11,300.39,301.45,294.51,295.46,180060000,33.98,,,8.92,7.12,82.79,,109.78
1990-10-12,295.45,301.68,295.22,300.03,187940000,31.94,,,8.84,7.14,83.16,,111.92
1990-10-15,300.03,304.79,296.41,303.23,164980000,31.64,,,8.8,7.16,83.25,,112.35
1990-10-16,303.23,304.34,298.12,298.92,149570000,31.45,,,8.79,7.16,82.59,,111.07
1990-10-17,298.92,301.5,297.79,298.76,161260000,31.37,,,8.76,7.2,82.56,,111.74
1990-10-18,298.75,305.74,298.75,305.74,204110000,29.6,,,8.71,7.25,81.96,,114.65
1990-10-19,305.74,312.48,305.74,312.48,221480000,27.86,,,8.62,7.25,82.3,,117.56
1990-10-22,312.48,315.83,310.47,314.76,152650000,27.27,,,8.63,7.23,82.96,,116.11
1990-10-23,314.76,315.06,312.06,312.36,146300000,27.57,,,8.65,7.21,83.07,,115.13
1990-10-24,312.36,313.51,310.74,312.6,149290000,28.28,,,8.66,7.22,82.48,,116.17
1990-10-25,312.6,313.71,309.7,310.17,141460000,29.04,,,8.62,7.18,83.04,,114.75
1990-10-26,310.17,310.17,304.71,304.71,130190000,30.75,,,8.63,7.13,82.88,,111.79
1990-10-29,304.74,307.41,300.69,301.88,133980000,31.54,,,8.7,7.15,83.24,,112.35
1990-10-30,301.88,304.36,299.44,304.06,153450000,30.52,,,8.7,7.14,82.92,,113.42
1990-10-31,304.06,305.7,302.33,304.0,156060000,30.04,,,8.65,7.11,83.28,,113.97
1990-11-01,303.99,307.27,301.61,307.02,159270000,30.25,,,8.57,7.05,82.82,,112.53
1990-11-02,307.02,311.94,306.88,311.85,168700000,30.03,,,8.57,7.08,82.26,,115.29
1990-11-05,311.85,314.61,311.41,314.59,147510000,29.85,,,8.5,7.08,81.71,,114.48
1990-11-06,314.59,314.76,311.43,311.62,142660000,29.11,,,8.52,7.08,82.11,,114.47
1990-11-07,311.62,311.62,305.79,306.01,149130000,30.87,,,8.57,7.09,82.04,,114.59
1990-11-08,306.01,309.77,305.03,307.61,155570000,30.79,,,8.58,7.09,82.14,,114.66
1990-11-09,307.61,313.78,307.61,313.74,145160000,26.96,,,8.49,7.05,82.12,,117.11
1990-11-12,313.74,319.77,313.73,319.48,161390000,25.6,,,,,81.71,,115.57
1990-11-13,319.48,319.48,317.26,317.67,160240000,24.58,,,8.37,7.04,81.85,,116.1
1990-11-14,317.66,321.7,317.23,320.4,179310000,22.89,,,8.36,7.07,81.63,,117.02
1990-11-15,320.4,320.4,316.13,317.02,151370000,22.57,,,8.37,7.09,81.84,,116.97
1990-11-16,317.02,318.8,314.99,317.12,165440000,21.34,,,8.3,7.08,81.59,,119.97
1990-11-19,317.15,319.39,317.15,319.34,140950000,20.95,,,8.35,7.1,81.56,,121.28
1990-11-20,319.34,319.34,315.31,315.31,161170000,20.09,,,8.31,7.09,81.62,,118.28
1990-11-21,315.31,316.15,312.42,316.03,140660000,21.09,,,8.27,7.04,81.51,,119.28
1990-11-23,316.03,317.3,315.06,315.1,63350000,20.98,,,8.28,7.03,81.87,,116.37
1990-11-26,315.08,316.51,311.48,316.51,131540000,22.76,,,8.27,7.03,82.1,,118.33
1990-11-27,316.51,318.69,315.8,318.1,147590000,22.86,,,8.28,7.04,81.71,,119.45
1990-11-28,318.11,319.96,317.62,317.95,145490000,22.96,,,8.3,7.06,82.23,,120.15
1990-11-29,317.95,317.95,315.03,316.42,140920000,23.91,,,8.32,7.03,83.26,,117.71
1990-11-30,316.42,323.02,315.42,322.22,192350000,22.16,,,8.26,7.02,82.93,,122.65
1990-12-03,322.23,324.9,322.23,324.1,177000000,22.29,,,8.22,7.05,83.81,,122.24
1990-12-04,324.11,326.77,321.97,326.35,185820000,22.03,,,8.2,7.01,83.24,,124.37
1990-12-05,326.36,329.92,325.66,329.92,205820000,20.94,,,8.16,7.0,83.21,,127.38
1990-12-06,329.94,333.98,328.37,329.07,256380000,22.62,,,8.18,7.0,82.71,,126.31
1990-12-07,329.09,329.39,326.39,327.75,164950000,22.59,,,8.03,6.89,81.93,,124.43
1990-12-10,327.75,328.97,326.15,328.89,138650000,23.58,,,7.98,6.86,82.1,,125.1
1990-12-11,328.88,328.88,325.65,326.44,145330000,23.75,,,7.94,6.84,82.33,,125.98
1990-12-12,326.44,330.36,326.44,330.19,182270000,21.28,,,7.91,6.79,82.13,,128.57
1990-12-13,330.14,330.58,328.77,329.34,162110000,23.05,,,7.98,6.83,82.31,,122.57
1990-12-14,329.34,329.34,325.16,326.82,151010000,23.85,,,8.05,6.85,82.56,,122.14
1990-12-17,326.82,326.82,324.46,326.02,118560000,24.85,,,8.02,6.81,82.78,,120.45
1990-12-18,326.02,330.43,325.75,330.05,176460000,23.11,,,7.99,6.73,82.34,,123.99
1990-12-19,330.04,330.8,329.39,330.2,180380000,23.08,,,8.0,6.62,82.6,,126.31
1990-12-20,330.2,330.74,326.94,330.12,174700000,23.13,,,8.05,6.55,83.89,,122.35
1990-12-21,330.12,332.47,330.12,331.75,233400000,22.66,,,8.11,6.59,84.7,,129.61
1990-12-24,331.74,331.74,329.16,329.9,57200000,24.03,,,8.2,6.53,84.71,,121.29
1990-12-26,329.89,331.69,329.89,330.85,78730000,24.18,,,8.15,6.48,85.04,,127.3
1990-12-27,330.85,331.04,328.23,328.29,102900000,24.81,,,8.11,6.47,84.73,,124.79
1990-12-28,328.29,328.72,327.24,328.72,111030000,25.05,,,8.14,6.45,83.26,,127.59
1990-12-31,328.71,330.23,327.5,330.22,114130000,26.38,,,8.08,6.44,83.07,,126.57
1991-01-02,330.2,330.75,326.45,326.45,126280000,26.62,,,7.97,6.46,82.79,,121.35
1991-01-03,326.46,326.53,321.9,321.91,141450000,27.93,,,7.93,6.44,82.81,,122.76
1991-01-04,321.91,322.35,318.87,321.0,140820000,27.19,,,8.02,6.53,83.36,,121.95
1991-01-07,320.97,320.97,315.44,315.44,130610000,28.95,,,8.13,6.51,84.67,,118.12
1991-01-08,315.44,316.97,313.79,314.9,143390000,30.38,,,8.16,6.44,84.95,,116.76
1991-01-09,314.9,320.73,310.93,311.49,191100000,33.3,,,8.25,6.25,84.53,,114.26
1991-01-10,311.51,314.77,311.51,314.53,124510000,31.33,,,8.16,6.21,84.19,,117.28
1991-01-11,314.53,315.24,313.59,315.23,123050000,32.63,,,8.2,6.16,84.29,,114.58
1991-01-14,315.23,315.23,309.35,312.49,120830000,36.2,,,8.23,6.05,84.83,,112.38
1991-01-15,312.49,313.73,311.84,313.73,110000000,36.16,,,8.22,6.05,84.85,,112.71
1991-01-16,313.73,316.94,312.94,316.17,134560000,33.2,,,8.24,6.04,85.11,,115.85
1991-01-17,316.25,327.97,316.25,327.97,319080000,27.45,,,8.05,6.12,83.37,,121.72
1991-01-18,327.93,332.23,327.08,332.23,226770000,25.39,,,8.03,6.07,82.77,,125.61
1991-01-21,332.23,332.23,328.87,331.06,136290000,24.33,,,,,82.45,,122.41
1991-01-22,331.06,331.26,327.83,328.31,177060000,24.9,,,8.07,6.05,82.79,,117.94
1991-01-23,328.3,331.04,327.93,330.21,168620000,23.92,,,8.04,6.14,82.22,,118.15
1991-01-24,330.21,335.83,330.19,334.78,223150000,22.86,,,8.0,6.13,82.42,,121.9
1991-01-25,334.78,336.92,334.2,336.07,194350000,22.2,,,8.06,6.17,82.73,,124.2
1991-01-28,336.06,337.41,335.81,336.03,141270000,23.05,,,8.06,6.25,82.39,,122.91
1991-01-29,336.03,336.03,334.26,335.84,155740000,23.17,,,8.05,6.22,82.72,,122.53
1991-01-30,335.8,340.91,335.71,340.91,226790000,21.37,,,8.05,6.2,82.48,,127.44
1991-01-31,340.92,343.93,340.47,343.93,204520000,20.91,,,8.03,6.19,82.0,,121.65
1991-02-01,343.91,344.9,340.37,343.05,246670000,21.04,,,7.91,6.0,81.64,,121.25
1991-02-04,343.05,348.71,342.96,348.34,250750000,21.86,,,7.88,5.98,81.38,,123.21
